,A,B,C,D,E,F,G,H,I,J
0,-0.4913635619021608,0.7682518603042208,1.9019551327523225,-1.5029031423841703,-1.5990374058815238,0.39110985408012044,0.24151813382411202,0.4525422691226028,-0.2753247787392451,-0.017559794437667163
1,-1.2800392167605135,1.2147931844342068,1.3662719064548206,-0.24392472064594026,-0.4310129201093537,0.8021219035556841,-0.028325562892012993,0.3079015402252677,1.2553627502178213,-1.0611060392361884
2,-0.6053240399653508,1.0116130090687119,2.0035513861770635,-0.9449061579153127,0.939442611228628,-1.2757423239479773,-0.41353724225062094,1.1152090038170583,0.06893521475425197,-0.25936981636769785
3,-0.8544783712666374,-0.8673153238330166,-2.0120433514767764,-1.3832783020293027,-1.867372202423293,1.4116319088513192,-0.314529598381972,0.39638995099100643,-1.730483495386584,-0.14072422844119895
4,0.8232360381737236,-0.93796258601638,0.6795396270365023,-1.092419012886595,0.21583454535837124,-1.1985232857892971,-1.3728358051047114,1.1446945337770107,0.2189455932454836,-0.5633660112871735
5,0.5333749522496152,0.35262157156501667,-1.5686219893949205,-0.5877519063901585,1.1163096865242605,0.9159522053037947,1.6944578228942826,-1.0654321187767075,2.247970213769168,0.2472066938816092
6,0.6509706092700144,-0.19591932035216278,0.8946750156558457,-0.07889742961327188,1.2450346911483223,0.7156888205273246,0.11619546261880312,0.8340160311787659,-0.22108160592413523,-0.4042650368916278
7,-1.001922031769794,-0.0772299522996437,-0.3919941292693035,0.7568751419276937,1.5953456266607973,-0.8523107560703019,1.2883807086354089,-0.43016742463492375,-0.9390137972939471,-0.7473056942060944
8,1.0649840860368691,0.5815796322111332,-1.325541608328059,-1.8357552006617126,0.1179115055998643,0.2919455717233132,-0.7405467534884342,0.45660893750391557,0.7014119712319987,1.446212661815525
9,-0.8067770912807443,-1.1399574441378724,-0.46740574191859174,-0.27487224462961496,0.38005770934602523,-1.1917017568711128,-0.16713936832215312,0.2858138820274712,0.8224464886108961,0.6959799617204682
10,-0.2138716934247101,0.702270502822153,-1.063557689692985,-2.0073636673941424,0.6006897351875619,-0.13651575074839506,-0.7463677697240586,-0.0315928026990618,0.9818224799908731,-0.2625998356250015
11,0.13968264687657,-0.074176295964074,-0.7000027701892262,-2.052056482188277,-0.27204481225606775,0.0732521974352628,0.41979929468009797,0.7668358607661697,-0.13779914125866835,0.6341442271166586
12,-0.6554532659648702,-1.2099907788863242,0.2937445896892535,1.6540535842062798,1.1673780518626562,0.022889242577891402,-0.10016659007309839,-0.3708192077599835,1.0064973853376278,-1.2173278325231642
13,-0.12166243982484573,2.7752841833536612,0.5236018600275274,-0.15127730482091692,-0.9940331865417315,-0.24844277869906925,-1.014535001617081,0.6341848000582214,-1.254800509686487,0.18755376052318676
14,-0.20199360087359447,-0.6507146229347721,-0.8130833271627916,-2.3127372949830645,-1.1676259595467573,-1.0982174995696392,-0.4166993368368188,0.8524787973349237,0.7917763087668572,2.4638879459611642
15,2.7794695497651296,-0.8878121144043241,0.9286996127865966,0.06960373629314044,0.340985486300251,0.0167603094865498,-0.42763329098353725,0.29901894081324676,-1.0163500412560313,2.3892795142495595
16,1.0606700315122606,0.25673941754526053,-1.3137946545662895,0.3442837631783496,-1.6876823188983958,0.9600255798356896,-0.2829658376785883,2.6049336900965323,2.1621962129772263,-0.29453581246157884
17,-0.1650382882226349,-0.39499063568042503,-1.2834762802160953,0.04653938487968698,0.7625465272577915,-1.7879203620750836,1.5434309511262958,-0.07324878313313679,-1.8360452371652498,-0.6956790583311545
18,-1.496614577806186,-1.2279674933678004,0.42104335114574887,-0.2438823837572775,1.3019493297789093,0.9319810360547416,-0.26918258412491103,1.4608708218908601,0.3014763148361179,-0.8710246645207611
19,0.9670250271328799,0.6196811925874481,1.5167022657366487,0.8705024414472463,0.7188103274503181,2.2312297448566216,1.1509471460860137,-1.117005143482472,-1.1539007614744379,-1.8609583086909334
20,0.2543462179014145,0.09408148477746031,1.0643485559986778,0.1849333960663884,0.6100286774885709,-0.26174593763258563,0.1808198127403085,0.1780784267496097,0.7261712263046045,1.2367142132481634
21,-0.04873050166234915,-2.19529242730054,-2.709912147362282,-0.9769966616261342,0.3959915063364932,1.3525307052817528,0.8853916104029838,1.2473859644090382,0.3839548893005176,0.04335492204590468
22,1.0705100809071122,-0.950133591385147,-0.8558199234802271,-0.5868743311877748,0.6143290259161529,0.1705350644641219,0.7943600200022627,-1.343423095256385,-0.875551458258424,-0.45983932640978276
23,-0.4059355200669287,-1.2731911630848438,0.5989430241998424,0.4882535645619855,0.5792118213779729,-0.6922184265117687,-0.22837625737399722,0.5885422986678241,-0.5884899204602589,0.24741116402465263
24,-1.6978994171864117,1.2949043376481808,-1.0560048875517192,-0.3405124540784293,-0.03881214969055557,-0.08791970720163479,-1.8991209383471097,0.5908333604616646,1.0222774890982036,-0.8669965796197543
25,0.3796234582247052,0.07215820321366963,-0.4725069713819033,-1.7368994630256305,0.6308218559302099,-0.21829021265356607,0.10895947524404763,0.07308197647196757,-2.989066129110226,0.6460666834095897
